Turnarounds,MeanGroundTime_min,MedianGroundTime_min,MinGroundTime_min,MaxGroundTime_min,MeanChargeTime_min,MedianChargeTime_min,MinChargeTime_min,MaxChargeTime_min,NonpositiveChargeTimes,NonfiniteChargeTimes
2544,59.5680031446541,57,22,120,54.5680031446541,52,17,115,0,0
